,areaWithType,area_sqft,transaction,status,property_floor,total_floor,furnishing,facing,price_per_sqft,price_Lac,property_name,description,floor_ratio,price_area_ratio,furnishing_facing
312,3.0,350.0,1.0,1.0,5.0,6.0,2.0,8.0,2571.0,9.0, Studio Apartment for Sale in Sagrampura Surat,,0.8333333333333334,0.025714285714285714,16.0
313,1.0,750.0,0.0,1.0,10.0,15.0,2.0,8.0,3800.0,47.5,2 BHK Apartment for Sale in Palanpur Gam Surat,,0.6666666666666666,0.06333333333333334,16.0
314,1.0,900.0,1.0,1.0,2.0,2.0,1.0,0.0,4552.5,40.0,"2 BHK Apartment for Sale in Pavalion Warribee Victoria, Rander Surat",,1.0,0.044444444444444446,0.0
315,3.0,550.0,1.0,1.0,4.0,5.0,2.0,8.0,1682.0,9.3,1 BHK Builder Floor for Sale in Sachin Surat,,0.8,0.016909090909090912,16.0
316,3.0,1000.0,1.0,1.0,2.0,6.0,3.0,8.0,3500.0,35.0,  Showroom for Sale in Chauta Bazar Surat,,0.3333333333333333,0.035,24.0
317,3.0,1170.0,1.0,1.0,5.0,7.0,1.0,8.0,3675.0,43.0,"2 BHK Apartment for Sale in Rajhans Platinum, Palanpur Surat",,0.7142857142857143,0.03675213675213675,8.0
318,3.0,500.0,1.0,1.0,3.0,8.0,2.0,8.0,4400.0,22.0,1 BHK Apartment for Sale in Jahangir Pura Surat,,0.375,0.044,16.0
319,3.0,1300.0,1.0,1.0,4.0,7.0,2.0,8.0,1615.0,21.0,"2 BHK Builder Floor for Sale in Vitthal Bunglows, Bardoli Surat",,0.5714285714285714,0.016153846153846154,16.0
320,1.0,350.0,1.0,1.0,2.0,4.0,2.0,8.0,2333.5,12.0,1 BHK Apartment for Sale in Udhna Surat,,0.5,0.03428571428571429,16.0
321,1.0,855.0,1.0,1.0,4.0,5.0,1.0,7.0,2527.0,30.0,"2 BHK Apartment for Sale in Samruddhi Apartment, Gopi Pura Surat",Low Rise building,0.8,0.03508771929824561,7.0
322,3.0,1075.0,1.0,1.0,7.0,11.0,1.0,0.0,2512.0,27.0,"2 BHK Apartment for Sale in Siddhi Vinayak Residency, Sachin Surat",middle in Sachin market school hospital post etc near walking distanceRead more,0.6363636363636364,0.025116279069767444,0.0
323,1.0,187.0,1.0,1.0,2.0,5.0,3.0,8.0,8021.0,15.0,"  Office Space for Sale in Kailashdeep Complex, Ring Road Surat",,0.4,0.08021390374331551,24.0
324,4.0,3300.0,1.0,2.0,3.0,9.5,3.0,8.0,4179.0,12.0,1 BHK  House for Sale in Jolva Surat,,0.3157894736842105,0.0036363636363636364,24.0
325,3.0,925.0,1.0,1.0,4.0,5.0,1.0,8.0,2486.0,23.0,2 BHK Builder Floor for Sale in Katar Gam Surat,,0.8,0.024864864864864864,8.0
326,1.0,12.0,1.0,2.0,0.5,3.0,2.0,8.0,33333.0,5.0,1 BHK Builder Floor for Sale in Saroli Surat,,0.16666666666666666,0.4166666666666667,16.0
327,1.0,800.0,1.0,1.0,9.0,14.0,0.0,1.0,4091.0,45.0,"2 BHK Apartment for Sale in Sumeru Sky Residency, Mota Varachha Surat",total base ment parking,0.6428571428571429,0.05625,0.0
328,3.0,1275.0,1.0,1.0,14.0,14.0,0.0,8.0,3608.0,46.0,2 BHK Apartment for Sale in Parvat Patia Surat,,1.0,0.03607843137254902,0.0
329,2.0,1685.0,1.0,2.0,0.5,4.0,3.0,8.0,2077.0,35.0,  Plot/Land for Sale in Dandi Road Surat,"Open Plot having club house, summing pool, kids play area, garden, game zone, Theater, RCC Road etc..Broker can also contactRead more",0.125,0.020771513353115726,24.0
330,1.0,387.5004,1.0,1.0,3.0,14.0,2.0,2.0,3889.0,18.0,1 BHK Apartment for Sale in 214 Surat,,0.21428571428571427,0.04645156495322327,4.0
331,1.0,450.0,0.0,1.0,4.0,5.0,3.0,8.0,4556.0,41.0,"  Office Space for Sale in Happy Green Signature Shoppers, Vesu Surat","Presenting an exclusive opportunity to own a prestigious office space in the renowned Happy Green Signature Shoppers complex, located in the vibrant Vesu area of Surat! This prime office space offers a blend of elegance, convenience, and amenities, making it the ideal choice for businesses seeking a premium address. Don't miss out on the chance to elevate your business presence in one of Surat's most sought-after commercial destinations!::::::Property Specifications::::::Occupying a super area of 892 sqft, with a carpet area of 446 sqft, this office space is located on the 3rd floor of a well-maintained 4-floor building, offering a prime position for your business endeavours.::::::With an east-facing orientation, this office space is bathed in natural light and ventilation, creating a pleasant and productive work environment. Currently unfurnished, it features an open hall layout, allowing for versatile customization according to your business needs. Additionally, a pantry is available for refreshments, while a washroom ensures convenience for staff and clients alike. ::::::The flooring is tastefully done with vitrified tiles, enhancing the space's aesthetic appeal and functionality and making it ideal for various commercial office purposes.::::::Facilities::::::This commercial property offers essential facilities including covered and open parking, 24-hour water supply, 100% power backup, round-the-clock security with CCTV surveillance, and swift access to all floors via a reliable lift.::::::Locality::::::Conveniently located, the office space is close to notable landmarks such as Rebounse, and hospitals, malls, supermarkets, and banks/ATMs are in the vicinity, ensuring easy access to essential services and amenities. Public transport options including buses and autos are readily available, facilitating seamless commuting for employees and clients. Furthermore, the airport is just 3km away, while the railway station is approximately 12km away, providing excellent connectivity for your business operations.::Read more",0.8,0.09111111111111111,24.0
332,3.0,500.0,1.0,1.0,5.0,6.0,2.0,8.0,3600.0,18.0,1 BHK Builder Floor for Sale in Adajan Surat,,0.8333333333333334,0.036,16.0
333,3.0,450.0,1.0,1.0,1.0,2.0,2.0,8.0,3333.0,15.0,1 BHK  House for Sale in Dindoli Surat,,0.5,0.03333333333333333,16.0
334,3.0,900.0,1.0,1.0,2.0,2.0,2.0,2.0,3222.0,29.0,2 BHK  House for Sale in Olpad Surat,"Property is located at masma to olpad main road, opp. Cng pump, olpad, surat. Construction is 1 year old. Property located touched to 4 lane road. Small society of 250 houses and almost 7080 occupancy ratio. 24 hours water supply. Under ground 1000 ltr tank and 1000 ltr at terrace. 2 bedroom with 1 master & 1 hall available. Ryan international school & vibrant public school near around 2 km. Vegetable market and grocery stores available within 2 km. For more details contact me.Read more",1.0,0.03222222222222222,4.0
335,3.0,762.0,1.0,1.0,2.0,10.0,2.0,8.0,2428.0,18.5,2 BHK Apartment for Sale in Sagrampura Surat,,0.2,0.024278215223097113,16.0
336,3.0,813.0,1.0,1.0,2.5,8.5,3.0,8.0,3198.0,26.0,2 BHK Villa for Sale in Sai Vatika Recidency Olpad Sayan road Surat,,0.29411764705882354,0.03198031980319803,24.0
337,2.0,756.0,1.0,2.0,1.0,7.5,3.0,8.0,3968.0,30.0,  Plot/Land for Sale in Bhestan Surat,,0.13333333333333333,0.03968253968253968,24.0
338,3.0,400.0,1.0,1.0,2.0,5.0,2.0,8.0,2750.0,11.0,1 BHK Apartment for Sale in Katar Gam Surat,  Multistorey Apartment is located at the advantageous 1st floor in a tower of total 4 floors. Read more,0.4,0.0275,16.0
339,3.0,300.0,1.0,1.0,2.0,11.0,3.0,8.0,11667.0,35.0,  Office Space for Sale in Ring Road Surat,,0.18181818181818182,0.11666666666666667,24.0
340,3.0,851.0,1.0,1.0,5.0,5.0,2.0,8.0,2761.0,23.5,"1 BHK Apartment for Sale in Orchid nest ,palanpur patia Surat",,1.0,0.027614571092831962,16.0
341,1.0,400.0,1.0,1.0,-1.0,6.0,3.0,8.0,6250.0,25.0,  Shop for Sale in Soni Falia Surat,,-0.16666666666666666,0.0625,24.0
342,1.0,625.0,1.0,1.0,3.0,5.0,1.0,8.0,3213.0,26.5,1 BHK Apartment for Sale in Adajan Gam Surat,,0.6,0.0424,8.0
343,3.0,973.0,1.0,1.0,-1.0,15.0,2.0,8.0,3444.0,33.5,2 BHK Apartment for Sale in Swagat home Surat,,-0.06666666666666667,0.03442959917780062,16.0
344,1.0,55.0,1.0,1.0,4.0,5.0,2.0,8.0,10101.0,8.9,"2 BHK Apartment for Sale in Royal Nest, Adajan Surat",,0.8,0.16181818181818183,16.0
345,1.0,850.0,1.0,1.0,8.0,12.0,0.0,8.0,3913.0,45.0,"2 BHK Apartment for Sale in Rajhans Wings, Palanpur Surat",,0.6666666666666666,0.052941176470588235,0.0
346,2.0,963.0,1.0,2.0,1.5,4.0,3.0,8.0,987.0,9.5,  Plot/Land for Sale in Maroli Surat,,0.375,0.009865005192107996,24.0
347,3.0,650.0,1.0,1.0,2.0,6.0,0.0,8.0,2769.0,18.0,1 BHK Apartment for Sale in Nan Pura Surat,,0.3333333333333333,0.027692307692307693,0.0
348,1.0,710.0,1.0,1.0,6.0,6.0,2.0,8.0,2667.0,30.0,"2 BHK Apartment for Sale in Gordhan Green Valley Mangalam Park Bldg S, Dindoli Surat","Explore the charm of urban living with this inviting 2 BHK flat for sale in Gordhan Green Valley Mangalam Park Bldg S, located in the bustling area of Dindoli, Surat.::::::Property Specifications::::::This unfurnished 2 BHK flat offers a comfortable living space with a carpet area of 710 sqft on the top floor of a 5-floor building. The flat features 2 bedrooms and 2 bathrooms, including 1 attached bathroom and 1 common bathroom. The bathrooms are equipped with both Indian and Western-style fittings. Additionally, there are 3 balconies attached to the living room and bedrooms, offering views of the surrounding area.::::::The living and dining areas are separate, providing ample space for relaxation and dining. The flat also includes a store room, adding to the storage space. The kitchen is equipped with a platform, sink, and a piped gas connection. The utility area is attached to the kitchen for added convenience. The flooring throughout the flat is done with vitrified tiles, adding a touch of elegance to the interiors. The flat is vaastu compliant, ensuring a harmonious and positive living environment.::::::Facilities ::::::This flat comes with essential facilities for a comfortable living experience. Parking is available in an open area. Water supply is sourced from both borewell and corporation, ensuring uninterrupted supply for your daily needs. Security is a top priority with a dedicated security guard and CCTV surveillance installed. Additionally, the building is equipped with 1 lift, providing easy access to all floors, enhancing convenience for residents.::::::Locality ::::::This flat is situated in a well-connected locality with easy access to various amenities. The nearby landmark, Dev Darshan School, adds to the convenience of locating the property.::::::Schools are located within 100 meters, ensuring quality education is within reach. Hospitals are also within 500 meters, providing healthcare facilities for residents. Malls and supermarkets are within a 500-meter radius, offering shopping convenience. Banks and ATMs are readily available, ensuring financial services are easily accessible.::::::Public transport is easily accessible, making commuting hassle-free. The Surat railway station is 10 kilometers away, providing excellent connectivity to other parts of the city. Additionally, an upcoming metro station adds to the future connectivity of the area, making it an attractive choice for residents.::Read more",1.0,0.04225352112676056,16.0
349,3.0,1180.0,1.0,1.0,6.0,9.0,0.0,5.0,4237.0,50.0,2 BHK Apartment for Sale in Kailash Nagar Surat,,0.6666666666666666,0.0423728813559322,0.0
350,1.0,800.0,1.0,1.0,5.5,9.5,2.0,0.0,2875.0,29.0,"2 BHK Villa for Sale in Nilkanth Height, Sachin Surat",good,0.5789473684210527,0.03625,0.0
351,1.0,180.0,1.0,1.0,5.0,7.0,3.0,8.0,6333.0,19.0,  Office Space for Sale in Ring Road Surat,,0.7142857142857143,0.10555555555555556,24.0
352,3.0,1071.0,1.0,1.0,11.0,13.0,2.0,8.0,3922.0,42.0,2 BHK Apartment for Sale in Pal Surat,,0.8461538461538461,0.0392156862745098,16.0
353,3.0,775.0,1.0,1.0,2.0,5.0,2.0,8.0,1161.0,9.0,1 BHK Builder Floor for Sale in Sayan Surat,,0.4,0.011612903225806452,16.0
354,3.0,591.0,1.0,1.0,4.0,4.0,1.0,8.0,3384.0,20.0,"2 BHK Apartment for Sale in Apt Swaminagar Society, Bhatar Surat","Piped gaseline, furnished kitchen, giving both double beds and almirahsRead more",1.0,0.0338409475465313,8.0
355,3.0,865.0,1.0,1.0,11.0,13.0,1.0,8.0,4740.0,41.0,2 BHK Apartment for Sale in Sahjanand heights Surat,,0.8461538461538461,0.047398843930635835,8.0
356,3.0,1120.0,1.0,1.0,4.0,8.0,0.0,0.0,3260.0,36.5,"2 BHK Apartment for Sale in Nilkanth Seven Homes, Dindoli Surat","East facing, Nr. FLower Garden.",0.5,0.032589285714285716,0.0
357,1.0,1250.0,1.0,1.0,3.0,5.0,0.0,8.0,2707.0,35.0,2 BHK Apartment for Sale in radha flats Surat,,0.6,0.028,0.0
358,3.0,2000.0,1.0,1.0,1.0,3.0,2.0,8.0,2100.0,42.0,4 BHK  House for Sale in Bamroli Surat,,0.3333333333333333,0.021,16.0
359,3.0,250.0,1.0,1.0,3.0,6.0,1.0,8.0,4000.0,10.0, Studio Apartment for Sale in Dindoli Surat,,0.5,0.04,8.0
360,3.0,1420.0,1.0,2.0,0.5,7.5,1.0,1.0,3169.0,45.0,"3 BHK Apartment for Sale in Mangalam Park, Piplod Surat","3 BHK flat is available for sale. Facing Road, surrounded by by all amenities. Peaceful surrounding.Read more",0.06666666666666667,0.03169014084507042,1.0
361,2.0,420.0,1.0,2.0,2.5,4.0,3.0,8.0,3333.0,14.0,  Plot/Land for Sale in Pandesara Surat,"Embark on a journey of endless possibilities with this extraordinary opportunity - a Plot For Sale in the vibrant enclave of Pandesara, Surat. Set amidst a landscape of promise, this vacant canvas offers the perfect foundation for your dreams to flourish. Whether youre envisioning a new home or a smart investment, this plot is your gateway to a brighter future in one of Surats most sought-after locales.Property SpecificationsOffering a total land area of 420 sqft, this residential plot provides ample space for your construction aspirations. With the allowance for construction up to 3 floors, it grants you the flexibility to design your dream property. The plot faces west and enjoys the advantage of being open on one side, maximizing natural light and ventilation.Situated on a 20 ft-wide road, the plot boasts easy accessibility and is just 1 kilometer away from the main road, adding to its convenience. Nearby, youll find existing house constructions, ensuring a well-developed and established neighborhood. This versatile plot is best suited for residential purposes, providing an ideal canvas for crafting your dream home. FacilitiesThis residential plot benefits from essential facilities like water supply, electricity, drainage and seepage systems, making it absolutely ready for construction.LocalityThis plot is located near an old movie theatre and within a 2-3 kilometer radius, youll find schools and hospitals, ensuring easy access to essential services. Malls and supermarkets are just within 1 kilometer, offering convenient shopping options. Additionally, banks and ATMs in close proximity provide essential financial services. Public transport is easily accessible and Surat Railway Station is situated 8 kilometers away, ensuring seamless connectivity.Read more",0.625,0.03333333333333333,24.0
362,3.0,700.0,1.0,1.0,4.0,11.0,2.0,8.0,3571.0,25.0,1 BHK Apartment for Sale in Athwalines Surat," This spacious Flat is on floor 3 of total 10 and is built up in 700 Sq-ft. Offering 1 bedroom and 1 spacious bathrooms, this Flat is Unfurnished. 25 Lac is the cost of Flat. Read more",0.36363636363636365,0.03571428571428571,16.0
363,1.0,550.0,1.0,1.0,5.0,6.0,2.0,0.0,2638.0,14.5,"1 BHK Apartment for Sale in Ambika Township, Dindoli Surat",,0.8333333333333334,0.026363636363636363,0.0
364,3.0,160.0,1.0,1.0,7.0,10.0,3.0,8.0,12500.0,20.0,  Shop for Sale in Adajan Surat,,0.7,0.125,24.0
365,3.0,668.0,1.0,1.0,3.0,3.0,0.0,8.0,20.0,5.0,7 BHK  House for Sale in Himant Nagar Chowkdi Surat,,1.0,0.0074850299401197605,0.0
366,3.0,646.0,1.0,1.0,2.0,6.0,2.0,8.0,1858.0,12.0,1 BHK Builder Floor for Sale in Bardoli Surat,,0.3333333333333333,0.018575851393188854,16.0
367,3.0,540.0,1.0,1.0,4.0,5.0,3.0,8.0,5185.0,28.0,"  Office Space for Sale in Rajhans Stadium Plaza, Palanpur Surat",,0.8,0.05185185185185185,24.0
368,4.0,532.0,1.0,1.0,1.0,5.5,3.0,8.0,8070.5,30.0,  Office Space for Sale in Lal Gate Surat,,0.18181818181818182,0.05639097744360902,24.0
369,3.0,1000.0,1.0,1.0,1.0,2.0,2.0,8.0,2500.0,25.0,3 BHK  House for Sale in Kamrej Surat,,0.5,0.025,16.0
370,1.0,800.0,1.0,1.0,5.0,6.0,2.0,0.0,3333.0,40.0,"2 BHK Apartment for Sale in Parishram Park, Jahangirabad Surat",,0.8333333333333334,0.05,0.0
371,3.0,813.0,1.0,1.0,5.0,7.0,2.0,8.0,3500.0,28.5,1 BHK Builder Floor for Sale in Jahangir Pura Surat,,0.7142857142857143,0.03505535055350553,16.0
372,1.0,400.0,1.0,1.0,8.0,8.0,2.0,0.0,2750.0,22.0,1 BHK Apartment for Sale in star pavitra nagri kholvad Surat,penthouse 1 bhk flat with private terrace new construction,1.0,0.055,0.0
373,3.0,1256.0,1.0,1.0,5.0,14.0,2.0,8.0,2994.0,37.6,"2 BHK Apartment for Sale in JT JT Stuti Icon, Adajan Surat","at Near Gaurav path, 2 BHK flat, childrens play area, garden, 2 entrance of society.Read more",0.35714285714285715,0.029936305732484077,16.0
374,1.0,440.0,1.0,1.0,3.0,5.0,3.0,8.0,8889.0,40.0,  Shop for Sale in laksh plaza Surat,,0.6,0.09090909090909091,24.0
375,3.0,900.0,1.0,1.0,3.5,6.0,2.0,8.0,2834.0,25.5,3 BHK Villa for Sale in Vyara Surat,,0.5833333333333334,0.028333333333333332,16.0
376,3.0,1187.0,0.0,1.0,5.0,6.0,1.0,3.0,2485.0,29.5,2 BHK Apartment for Sale in Jahangir Pura Surat,"it is a lowrise building,though on main road no traffic disturbances,as it is garden facing.Gaytri yagna perfomed in these two adjoing flats,next flat no.403B is also for sale,so u can buy both flats and can join to make giant Flats of 5 bedroom .with lower price.Read more",0.8333333333333334,0.02485256950294861,3.0
377,1.0,150.0,1.0,1.0,1.0,5.0,3.0,8.0,16667.0,25.0,  Shop for Sale in Sagrampura Surat,150 sq ft shop near to udhna darwaja on Sagrampura Main Road at shree laxmi complexRead more,0.2,0.16666666666666666,24.0
378,3.0,1800.0,1.0,1.0,1.0,3.0,1.0,8.0,2222.0,40.0,4 BHK  House for Sale in Katargam Surat,,0.3333333333333333,0.022222222222222223,8.0
379,3.0,1252.0,1.0,1.0,12.0,16.0,2.0,8.0,3674.0,46.0,"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",,0.75,0.036741214057507986,16.0
380,2.0,702.0,1.0,2.0,2.0,6.0,3.0,8.0,3704.0,26.0,  Plot/Land for Sale in Bhestan Surat,,0.3333333333333333,0.037037037037037035,24.0
381,1.0,630.0,1.0,1.0,3.0,5.0,1.0,8.0,2769.0,27.0,2 BHK Apartment for Sale in Katargam Surat,10 Minutes from Surat Railway station,0.6,0.04285714285714286,8.0
382,1.0,195.0,1.0,1.0,3.0,6.0,3.0,8.0,6494.0,25.0,  Shop for Sale in Raj world shopping complex Surat,,0.5,0.1282051282051282,24.0
383,1.0,700.0,1.0,1.0,5.5,5.5,1.0,8.0,6648.0,48.0,"1 BHK  House for Sale in Akash, Pandesara Surat",solar powered 3 kv,1.0,0.06857142857142857,8.0
384,1.0,800.0,1.0,1.0,2.0,13.0,0.0,8.0,2917.0,35.0,"2 BHK Apartment for Sale in Green Arcade Phase 1 And 2, Adajan Surat",,0.15384615384615385,0.04375,0.0
385,3.0,600.0,1.0,1.0,9.0,9.0,0.0,8.0,2333.0,14.0,1 BHK Apartment for Sale in Gopi Pura Surat, It's a 8th floor Multistorey Apartment in a building of total 8 floors. The age of construction for this Multistorey Apartment is between 10 to 15 years. Read more,1.0,0.023333333333333334,0.0
386,1.0,185.0,1.0,1.0,2.0,6.0,3.0,8.0,10811.0,40.0,"  Shop for Sale in The Galleria, Pal Surat","Commercial shop is available for sale. It covered area of 370 sq-ft, it is a good location property. Please contact for moredetails.Read more",0.3333333333333333,0.21621621621621623,24.0
387,1.0,670.0,1.0,1.0,11.0,11.0,2.0,0.0,3667.0,33.0,"2 BHK Apartment for Sale in Samarth Park, Adajan Surat",,1.0,0.049253731343283584,0.0
388,1.0,680.0,1.0,1.0,3.0,4.0,2.0,0.0,2400.0,18.0,1 BHK Apartment for Sale in Kadodar Surat,"East Facing, Water",0.75,0.026470588235294117,0.0
389,1.0,34.0,1.0,1.0,1.0,8.0,2.0,8.0,25000.0,8.5,"1 BHK Apartment for Sale in Satyam Tower, Udhna Surat",ground floor,0.125,0.25,16.0
390,1.0,183.0,1.0,1.0,1.0,15.0,3.0,8.0,9589.0,35.0,  Shop for Sale in laxmi homes Surat,new nd posh area,0.06666666666666667,0.1912568306010929,24.0
391,3.0,800.0,1.0,1.0,1.0,3.0,2.0,8.0,5000.0,40.0,2 BHK  House for Sale in Kamrej Surat,,0.3333333333333333,0.05,16.0
392,3.0,800.0,1.0,1.0,4.0,6.0,0.0,8.0,2000.0,16.0,1 BHK Builder Floor for Sale in Gopi Pura Surat,,0.6666666666666666,0.02,0.0
393,2.0,702.0,1.0,2.0,2.0,6.0,3.0,8.0,1709.0,12.0,  Plot/Land for Sale in Shivalik Enclave Olpad Surat,,0.3333333333333333,0.017094017094017096,24.0
394,2.0,2700.0,1.0,2.0,1.0,2.5,3.0,8.0,56.0,1.5,  Plot/Land for Sale in sarjan society nr Parle point Surat,Residential plot is available for sale. It is a good location property. Please contact for more details.Read more,0.4,0.0005555555555555556,24.0
395,3.0,720.0,1.0,1.0,2.0,4.0,1.0,8.0,3715.0,26.8,2 BHK  House for Sale in Bhestan Surat," A 1 storeyed Residential House is located in Bhestan, Surat. Great investment for family purpose as the space is airy and has friendly neighbourhood. Major key facilities are located nearby. The age of construction for this Residential House is between 5 to 10 years. Read more",0.5,0.037222222222222226,8.0
396,1.0,578.0,1.0,1.0,1.0,3.0,1.0,2.0,8636.0,50.0,2 BHK  House for Sale in Varachha Main Road Surat,,0.3333333333333333,0.08650519031141868,2.0
397,3.0,850.0,1.0,1.0,5.0,5.0,1.0,8.0,5882.0,50.0,4 BHK  House for Sale in Mahalaxmi Society Surat,"Residential house is available for sale. It has covered area 850 sq-ft, it is 4 BHK house, has total 4 floor facing East direction.Read more",1.0,0.058823529411764705,8.0
398,1.0,450.0,1.0,1.0,8.0,8.0,3.0,8.0,6818.0,45.0,  Office Space for Sale in Nanpura Surat,Fully Furnished office and good atmosphere with River view,1.0,0.1,24.0
399,3.0,630.0,1.0,1.0,2.0,3.5,2.0,8.0,7143.0,45.0,4 BHK  House for Sale in Sonifaliya Surat,,0.5714285714285714,0.07142857142857142,16.0
400,1.0,1100.0,1.0,1.0,3.0,5.0,1.0,0.0,3305.0,35.0,"2 BHK Apartment for Sale in Maa Gayatri Apartment, Citylight Area Surat",,0.6,0.031818181818181815,0.0
401,3.0,1175.0,1.0,1.0,5.0,14.0,1.0,8.0,2979.0,35.0,2 BHK Apartment for Sale in Bhatpore Surat,,0.35714285714285715,0.029787234042553193,8.0
402,3.0,600.0,1.0,1.0,3.0,11.0,1.0,8.0,5000.0,30.0,1 BHK Apartment for Sale in Ghod Dod Rd Surat," This Unit is on 2nd level of the tower of 10 and has a covered area of 600 Sq-ft. Approx 30 Lac is the cost of the Unit. Offering 1 bedroom and 1 well maintained bathrooms, the Unit is Semi-Furnished. Read more",0.2727272727272727,0.05,8.0
403,1.0,700.0,1.0,1.0,2.0,3.0,2.0,8.0,5000.0,35.0,2 BHK  House for Sale in Kamrej Char Rasta Surat,size  20 X 35ready to move propertyopen for all cast,0.6666666666666666,0.05,16.0
404,1.0,575.0,1.0,1.0,2.0,6.0,1.0,8.0,2789.0,26.5,"2 BHK Apartment for Sale in Suryanjali Residency, Amroli Surat",,0.3333333333333333,0.04608695652173913,8.0
405,3.0,555.0,0.0,1.0,4.0,12.0,3.0,8.0,9009.0,50.0,"  Office Space for Sale in Bhakti Valentina Business Hub, Adajan Surat",,0.3333333333333333,0.09009009009009009,24.0
406,3.0,245.0,1.0,1.0,2.0,4.0,3.0,8.0,8163.0,20.0,  Office Space for Sale in Begampura Surat,,0.5,0.08163265306122448,24.0
407,3.0,580.0,1.0,1.0,5.0,6.0,1.0,8.0,5172.0,30.0,2 BHK Builder Floor for Sale in Mota Varachha Surat,,0.8333333333333334,0.05172413793103448,8.0
408,3.0,1250.0,1.0,1.0,4.0,6.0,2.0,8.0,2480.0,31.0,"2 BHK Apartment for Sale in Amber Palace, Nan Pura Surat",garden view,0.6666666666666666,0.0248,16.0
409,1.0,12.0,1.0,1.0,1.0,3.0,0.0,4.0,76389.0,27.5,"2 BHK Penthouse for Sale in Gruham Luxuria, Masma Village Surat",all facelift available in soc example by gym theatre library swimming pool Banquet Hall club houseRead more,0.3333333333333333,2.2916666666666665,0.0
410,3.0,800.0,1.0,1.0,3.0,4.0,2.0,8.0,2750.0,22.0,2 BHK  House for Sale in Olpad Surat,,0.75,0.0275,16.0
411,2.0,972.0,1.0,2.0,1.5,4.5,3.0,8.0,4115.0,40.0,  Plot/Land for Sale in Barbodhan Surat,,0.3333333333333333,0.0411522633744856,24.0
412,3.0,600.0,1.0,1.0,2.0,6.0,2.0,8.0,3500.0,21.0,1 BHK Builder Floor for Sale in Adajan Surat,,0.3333333333333333,0.035,16.0
413,3.0,480.0,1.0,1.0,1.0,4.0,3.0,8.0,4167.0,20.0,  Shop for Sale in Olpad Surat,,0.25,0.041666666666666664,24.0
414,1.0,270.0,1.0,1.0,1.0,3.0,1.0,8.0,10648.0,23.0,2 BHK  House for Sale in Udhna Surat,,0.3333333333333333,0.08518518518518518,8.0
415,3.0,900.0,1.0,1.0,1.0,3.0,2.0,8.0,1667.0,15.0,2 BHK  House for Sale in Rustampura Surat,,0.3333333333333333,0.016666666666666666,16.0
416,1.0,950.0,1.0,1.0,3.0,6.0,0.0,8.0,2422.0,31.0,"2 BHK Apartment for Sale in Amber Palace, Kamrej Char Rasta Surat","furnished flat with modular kitchen, all surrounding grills in balconies for safety of children, well maintained society, at very reasonable rateRead more",0.5,0.03263157894736842,0.0
417,3.0,950.0,1.0,2.0,3.0,6.5,1.0,0.0,3158.0,30.0,2 BHK Apartment for Sale in Adajan Surat,"east facing,semi furnished and located near local market.",0.46153846153846156,0.031578947368421054,0.0
418,3.0,960.0,1.0,1.0,5.0,7.0,1.0,8.0,2344.0,22.5,2 BHK Apartment for Sale in Hazira Road Surat, It's a 4th floor Multistorey Apartment in a building of total 6 floors. The age of construction for this Multistorey Apartment is between 5 to 10 years. Read more,0.7142857142857143,0.0234375,8.0
419,3.0,950.0,1.0,1.0,4.0,7.0,1.0,1.0,3158.0,30.0,2 BHK Apartment for Sale in Bhumi complex Surat,"2 bhk semi furnished, very good ventilation, overlooking main road,Read more",0.5714285714285714,0.031578947368421054,1.0
420,1.0,215.0,1.0,1.0,3.0,5.0,3.0,8.0,5581.0,24.0,"  Office Space for Sale in Shubharambh Times World, Althan Surat",,0.6,0.11162790697674418,24.0
421,1.0,935.0,1.0,1.0,3.0,5.0,1.0,8.0,2486.0,28.5,2 BHK Apartment for Sale in Sahyog Apartment Surat,,0.6,0.03048128342245989,8.0
422,2.0,1251.0,1.0,2.0,4.0,5.0,3.0,8.0,2798.0,35.0,  Plot/Land for Sale in Masma Village Surat,,0.8,0.027977617905675458,24.0
423,1.0,750.0,0.0,1.0,3.0,6.0,1.0,0.0,2435.0,28.0,"2 BHK Apartment for Sale in Samruddhi Apartment, Chauta Bazar Surat",,0.5,0.037333333333333336,0.0
424,3.0,484.0,1.0,1.0,9.0,14.0,1.0,8.0,3719.0,18.0,"2 BHK Apartment for Sale in GHB Mukhya Mantri Gruh Yojana, Jahangirabad Surat",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,0.6428571428571429,0.0371900826446281,8.0
425,2.0,1287.0,1.0,2.0,5.5,8.0,3.0,8.0,3885.0,50.0,  Plot/Land for Sale in Hajira Surat,,0.6875,0.03885003885003885,24.0
426,3.0,650.0,1.0,1.0,3.0,5.0,2.0,8.0,3231.0,21.0,1 BHK Builder Floor for Sale in Adajan Surat, This Builder Floor Apartment is located at 2nd floor in a building of total 4 floors. Read more,0.6,0.03230769230769231,16.0
427,3.0,1141.0,1.0,1.0,3.0,4.0,2.0,0.0,3418.0,39.0,3 BHK Apartment for Sale in Adajan Surat,very prime location with all facilities surrounding,0.75,0.03418054338299737,0.0
428,1.0,504.0,1.0,1.0,9.5,12.0,2.0,0.0,2222.0,16.0,"2 BHK  House for Sale in Vibrant Eco Park, Olpad Surat",Corner Rowhouse,0.7916666666666666,0.031746031746031744,0.0
